index,created at,text,sentiment,subjectivity,class
101,Sun Apr 29 05:12:01 +0000 2018,b'RT @chedetofficial: Najib kata saya tak buat apa-apa pembangunan semasa saya jadi PM ? \n\nSaya setuju dengan dia.\n\nIni jawapan saya. https:/',0,0,0
101,Sun Apr 29 05:12:21 +0000 2018,"b'I beg to differ Bro, so many schools are in bad shape, in terrible shape if I may. https://t.co/k45Y1ZZ1OS'",-0.4,0.722222222,0
101,Sun Apr 29 05:12:26 +0000 2018,b'seriously najib ajak gaduh mcm budak skolah bgaduh. #pangkahlahdenganbijak https://t.co/cYjlbcsQrd',-0.333333333,0.666666667,0
101,Sun Apr 29 05:12:45 +0000 2018,b'RT @MelGohCNA: Pekan incumbent Najib Razak urges army personnel to join him in the fight against fake news . Mr Najib is #oncampaigntrail i',-0.5,1,1
101,Sun Apr 29 05:12:58 +0000 2018,b'RT @mantomJHR: berpuluh tahun cakap PAS sesat tapi tetiba skrg sanggup cium mulut ngan PAS...x takut jadi sesat/kafir ke https://t.co/yDAcN',0,0,0
101,Sun Apr 29 05:13:45 +0000 2018,"b'Idk man, thats like, ummm your responsibility as the government? One more thing, the flip-flops of educational poli https://t.co/TDTzXlPpkP'",0.375,0.375,0
101,Sun Apr 29 05:15:00 +0000 2018,b'On #Najib giving loads of #money during the #election campaign. \n\n#TolakPencuri #undurNajib #KalahkanPenipuan https://t.co/4VecqLNnub',0,0,0
101,Sun Apr 29 05:15:15 +0000 2018,b'RT @anakusazalie: @youngsyefura @IbrahimRamli Permainan kotor ini akan sentiasa berlaku. Kita cuma boleh menang kalau kita pastikan gelomba',0,0,0
101,Sun Apr 29 05:15:27 +0000 2018,b'@NajibRazak Hoi Najib...mana pegi macai2 kamu...ayat macai ko guna ke ...mencacaikan diri kikiki...sudah ketaq laa tuuuuuu...',0,0,0
101,Sun Apr 29 05:15:29 +0000 2018,"b'You mean the questionable quality of indoctrination camouflaged as ""education""? Yes, credit to UMNO &amp; Lain-Lain ind https://t.co/LqMveqQJLJ'",-0.40625,0.84375,0
101,Sun Apr 29 05:15:30 +0000 2018,b'Najib is a coward and will always be a coward. A coward will use any cowardly way to win his battle. Dont be surpr https://t.co/QY0ytoGNsb',0.8,0.4,0
101,Sun Apr 29 05:23:35 +0000 2018,b'@MelGohCNA Najib good pm',0.7,0.6,1
,,,,,182
,,,,,118
